Time,Date,Sender_account,Receiver_account,Amount_in_GBP,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type,cross_border_score,amount_score,currency_score,payment_type_score,pattern_score,total_risk_score,risk_category,priority_review_flag
45:29.0,24-06-2021,5337518328,5821101793,8832.929688,Dirham,GBP,UAE,UK,Prepaid Card,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
43:16.0,20-08-2021,1335636376,9989893335,5614.879883,PAB,EUR,Panama,Germany,Cash Deposit,0,Normal_Small_Fan_Out,20,15,15,10,5,65,Medium,1
36:45.0,11-12-2023,6949493840,9436663076,6095.660156,KYD,EUR,Cayman Islands,Germany,Credit Card,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
38:09.0,29-09-2022,7018433330,1486476638,8751.839844,USD,EUR,USA,Germany,Prepaid Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
55:10.0,29-01-2023,7564790619,1458900660,8177.649902,Dirham,Dirham,UAE,UAE,Cash Deposit,0,Normal_Fan_Out,0,15,0,10,5,30,Low,0
23:04.0,05-09-2021,2243429776,1576251191,6019.609863,SGD,PAB,Singapore,Panama,Cross-border,0,Normal_Cash_Deposits,20,15,15,15,5,70,High,1
11:46.0,17-03-2021,3721440750,3021115539,7534.350098,KYD,Dirham,Cayman Islands,UAE,Wire Transfer,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
15:47.0,13-11-2022,7810338988,8052943461,4338.859863,GBP,KYD,UK,Cayman Islands,Credit Card,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
44:35.0,29-04-2022,8546704956,5110198659,5478.299805,PAB,Dirham,Panama,UAE,Credit Card,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
40:21.0,18-04-2022,6910319321,3756984160,630.0800171,SGD,Dirham,Singapore,UAE,Cheque,0,Normal_Fan_In,20,0,15,8,5,48,Medium,0
44:19.0,03-07-2021,8288159833,6780656634,907.6799927,Dirham,KYD,UAE,Cayman Islands,Prepaid Card,0,Normal_Fan_In,20,0,15,5,5,45,Medium,0
23:57.0,05-11-2023,7518230548,6363177532,8295.959961,USD,Dirham,USA,UAE,Wire Transfer,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
19:27.0,12-12-2021,9851891128,2876207395,606.1199951,GBP,SGD,UK,Singapore,Credit Card,0,Normal_Fan_In,20,0,15,5,5,45,Medium,0
51:38.0,15-09-2023,3765595975,1777490959,1702.300049,KYD,USD,Cayman Islands,USA,ACH,0,Normal_Small_Fan_Out,20,5,15,5,5,50,Medium,0
39:04.0,07-10-2021,9189720975,7838050176,7960.370117,Dirham,PAB,UAE,Panama,ACH,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
59:07.0,23-03-2023,8771744015,1180358873,21.45000076,Dirham,USD,UAE,USA,ACH,0,Normal_Cash_Deposits,20,0,15,5,5,45,Medium,0
41:07.0,23-12-2021,7611677176,4668881863,2831.219971,SGD,PAB,Singapore,Panama,Cash Deposit,0,Normal_Fan_In,20,5,15,10,5,55,Medium,0
29:37.0,29-09-2023,7420523280,7327048205,5844.549805,SGD,SGD,Singapore,Singapore,Credit Card,0,Normal_Small_Fan_Out,0,15,0,5,5,25,Low,0
50:07.0,03-03-2021,7630619542,9854372721,5958.540039,PAB,EUR,Panama,Germany,Cross-border,0,Normal_Small_Fan_Out,20,15,15,15,5,70,High,1
12:02.0,16-11-2023,6780057265,5548026240,7773.759766,EUR,GBP,Germany,UK,Cash Deposit,0,Normal_Small_Fan_Out,20,15,15,10,5,65,Medium,1
17:55.0,10-01-2022,2269651903,4476505309,5064.200195,Dirham,KYD,UAE,Cayman Islands,Cross-border,0,Normal_Small_Fan_Out,20,15,15,15,5,70,High,1
11:28.0,25-06-2022,3677754744,7329402375,5098.919922,PAB,Dirham,Panama,UAE,Cash Deposit,0,Normal_Small_Fan_Out,20,15,15,10,5,65,Medium,1
42:11.0,16-03-2022,9646785589,5361689337,7255.850098,SGD,SGD,Singapore,Singapore,Prepaid Card,0,Normal_Fan_In,0,15,0,5,5,25,Low,0
00:07.0,15-06-2021,7000407358,3057960683,4991.259766,SGD,GBP,Singapore,UK,Cross-border,0,Normal_Fan_Out,20,5,15,15,5,60,Medium,0
01:31.0,13-03-2021,5368080887,1957888076,6088.830078,PAB,KYD,Panama,Cayman Islands,Wire Transfer,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
42:17.0,03-10-2022,3298622076,5952647551,8978.759766,USD,KYD,USA,Cayman Islands,Prepaid Card,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
43:42.0,11-07-2022,2085873259,3164149179,4020.5,SGD,Dirham,Singapore,UAE,Cheque,0,Normal_Fan_In,20,5,15,8,5,53,Medium,0
39:36.0,20-07-2021,1048188136,1817834410,3857.399902,Dirham,PAB,UAE,Panama,Prepaid Card,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
11:44.0,17-01-2022,8883759195,1686458400,45.45000076,USD,Dirham,USA,UAE,Prepaid Card,0,Normal_Fan_In,20,0,15,5,5,45,Medium,0
32:41.0,29-04-2023,5535990228,9353051540,6138.129883,EUR,Dirham,Germany,UAE,Prepaid Card,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
03:39.0,22-07-2021,7141667852,9512193786,307.4200134,KYD,Dirham,Cayman Islands,UAE,Cash Deposit,0,Normal_Fan_Out,20,0,15,10,5,50,Medium,0
18:30.0,24-02-2023,4778329296,4646525365,5046.439941,KYD,Dirham,Cayman Islands,UAE,Cheque,0,Normal_Cash_Deposits,20,15,15,8,5,63,Medium,1
20:46.0,20-07-2021,5682851623,6409944846,8044.299805,GBP,SGD,UK,Singapore,Cross-border,0,Normal_Small_Fan_Out,20,15,15,15,5,70,High,1
38:43.0,19-10-2023,8804976377,8869968041,5503.709961,SGD,GBP,Singapore,UK,ACH,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
00:56.0,25-10-2022,1016538710,6155271069,2703.669922,USD,USD,USA,USA,Cross-border,0,Normal_Small_Fan_Out,0,5,0,15,5,25,Low,0
36:51.0,13-06-2023,4754277020,6583689878,7863.819824,GBP,GBP,UK,UK,ACH,0,Normal_Cash_Deposits,0,15,0,5,5,25,Low,0
52:12.0,07-07-2021,5521268972,2774913184,2704.469971,SGD,EUR,Singapore,Germany,Cheque,0,Normal_Fan_Out,20,5,15,8,5,53,Medium,0
25:55.0,14-09-2023,8898009761,7737464354,7332.990234,EUR,SGD,Germany,Singapore,ACH,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
45:03.0,12-11-2021,5978464528,2623439040,6106.47998,PAB,EUR,Panama,Germany,ACH,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
05:27.0,23-08-2022,4888448414,7068501945,1708.26001,EUR,GBP,Germany,UK,Cross-border,0,Normal_Cash_Deposits,20,5,15,15,5,60,Medium,0
30:07.0,14-09-2021,6719507130,8503994812,9052.290039,EUR,USD,Germany,USA,Credit Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
34:44.0,22-12-2022,7510149842,2912058474,2014.430054,Dirham,KYD,UAE,Cayman Islands,Cash Deposit,0,Normal_Fan_Out,20,5,15,10,5,55,Medium,0
54:53.0,31-10-2022,4062639276,5655767052,9895.969727,SGD,SGD,Singapore,Singapore,Cross-border,0,Normal_Fan_Out,0,15,0,15,5,35,Low,0
12:42.0,09-06-2023,1323489139,8563171136,83.02999878,Dirham,KYD,UAE,Cayman Islands,Prepaid Card,0,Normal_Fan_Out,20,0,15,5,5,45,Medium,0
30:16.0,08-01-2023,7216072102,8064645499,2642.199951,USD,EUR,USA,Germany,ACH,0,Normal_Small_Fan_Out,20,5,15,5,5,50,Medium,0
20:04.0,03-11-2023,9077301403,2743319887,2006.599976,GBP,PAB,UK,Panama,Wire Transfer,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
09:29.0,01-10-2023,8265543119,7490504176,149.7899933,KYD,PAB,Cayman Islands,Panama,Prepaid Card,0,Normal_Cash_Deposits,20,0,15,5,5,45,Medium,0
16:08.0,13-04-2021,7490263597,5587180914,7326.359863,GBP,KYD,UK,Cayman Islands,Cross-border,0,Normal_Fan_In,20,15,15,15,5,70,High,1
52:17.0,25-02-2022,9777903477,9854943019,6937.319824,Dirham,PAB,UAE,Panama,Prepaid Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
13:38.0,26-10-2023,2985707593,7491175100,7925.589844,Dirham,SGD,UAE,Singapore,Credit Card,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
40:05.0,07-05-2021,4423271399,3083396261,2574.419922,SGD,KYD,Singapore,Cayman Islands,Cheque,0,Normal_Small_Fan_Out,20,5,15,8,5,53,Medium,0
23:32.0,09-10-2023,3252197315,7333706139,4448.910156,KYD,Dirham,Cayman Islands,UAE,Cheque,0,Normal_Small_Fan_Out,20,5,15,8,5,53,Medium,0
38:10.0,24-08-2021,8001921965,8518601428,6594.540039,USD,Dirham,USA,UAE,Wire Transfer,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
48:41.0,15-01-2021,9007214589,8707507152,4403.290039,EUR,Dirham,Germany,UAE,Cash Deposit,0,Normal_Cash_Deposits,20,5,15,10,5,55,Medium,0
04:35.0,31-07-2023,4563640529,7037717215,6976.279785,EUR,USD,Germany,USA,Prepaid Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
07:03.0,16-04-2021,7684281321,1075197187,6343.390137,Dirham,Dirham,UAE,UAE,Credit Card,0,Normal_Fan_In,0,15,0,5,5,25,Low,0
56:28.0,05-01-2023,3859733784,8246403439,1155.329956,Dirham,KYD,UAE,Cayman Islands,Cheque,0,Normal_Fan_In,20,5,15,8,5,53,Medium,0
17:50.0,23-02-2021,8361541228,9487876616,7812.620117,USD,SGD,USA,Singapore,Prepaid Card,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
34:50.0,07-11-2021,8422813124,5817411512,7209.560059,USD,KYD,USA,Cayman Islands,Prepaid Card,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
03:00.0,30-05-2023,9842662362,3988272929,6561.790039,KYD,SGD,Cayman Islands,Singapore,Cheque,0,Normal_Small_Fan_Out,20,15,15,8,5,63,Medium,1
15:33.0,21-12-2022,2423204544,4844876629,1559.390015,GBP,Dirham,UK,UAE,Credit Card,0,Normal_Fan_Out,20,5,15,5,5,50,Medium,0
20:06.0,17-10-2021,7222226856,9631759381,2687.280029,SGD,SGD,Singapore,Singapore,Prepaid Card,0,Normal_Cash_Deposits,0,5,0,5,5,15,Low,0
44:39.0,13-10-2021,1032688562,8306562516,3937.840088,KYD,EUR,Cayman Islands,Germany,Cheque,0,Normal_Cash_Deposits,20,5,15,8,5,53,Medium,0
27:59.0,30-05-2022,3986142728,3508919695,2806.5,SGD,SGD,Singapore,Singapore,Cheque,0,Normal_Small_Fan_Out,0,5,0,8,5,18,Low,0
44:08.0,19-10-2023,7342434482,6215949700,2285.820068,KYD,PAB,Cayman Islands,Panama,Cross-border,0,Normal_Fan_In,20,5,15,15,5,60,Medium,0
07:52.0,08-02-2021,9343733575,8001487244,8055.52002,KYD,KYD,Cayman Islands,Cayman Islands,Cheque,0,Normal_Fan_In,0,15,0,8,5,28,Low,0
17:37.0,13-04-2022,2594579900,1994049510,6385.939941,SGD,SGD,Singapore,Singapore,Prepaid Card,0,Normal_Small_Fan_Out,0,15,0,5,5,25,Low,0
15:13.0,11-07-2023,4186695577,7547242313,5659.069824,USD,GBP,USA,UK,Prepaid Card,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
42:53.0,09-09-2022,7332587624,2129997052,2267.27002,GBP,Dirham,UK,UAE,Prepaid Card,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
32:46.0,20-04-2021,7196996784,3887220743,9181.580078,KYD,PAB,Cayman Islands,Panama,Cash Deposit,0,Normal_Fan_In,20,15,15,10,5,65,Medium,1
15:44.0,21-03-2022,1232882817,1714665748,1919.920044,Dirham,SGD,UAE,Singapore,Wire Transfer,0,Normal_Small_Fan_Out,20,5,15,5,5,50,Medium,0
01:07.0,15-09-2022,5812887798,1839208367,7951.560059,EUR,USD,Germany,USA,Cross-border,0,Normal_Fan_Out,20,15,15,15,5,70,High,1
03:59.0,21-08-2022,1561959338,7237308020,9667.05957,PAB,SGD,Panama,Singapore,Credit Card,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
41:31.0,23-02-2023,7756811487,7748760336,7273.660156,USD,Dirham,USA,UAE,Credit Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
14:59.0,28-12-2023,4781017443,1046488290,9928.660156,SGD,EUR,Singapore,Germany,Cheque,0,Normal_Fan_Out,20,15,15,8,5,63,Medium,1
49:42.0,19-09-2023,1269970900,6101893973,6514,GBP,GBP,UK,UK,Cheque,0,Normal_Small_Fan_Out,0,15,0,8,5,28,Low,0
01:30.0,06-11-2023,8621033757,3468887817,2182.429932,USD,EUR,USA,Germany,Prepaid Card,0,Normal_Fan_Out,20,5,15,5,5,50,Medium,0
06:52.0,26-02-2022,6173619055,1142487820,2046.160034,KYD,PAB,Cayman Islands,Panama,ACH,0,Normal_Fan_Out,20,5,15,5,5,50,Medium,0
33:07.0,03-12-2022,5916704917,3261752858,3252.399902,GBP,PAB,UK,Panama,Credit Card,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
04:49.0,22-05-2022,8838872264,5758020540,81.23000336,Dirham,USD,UAE,USA,ACH,0,Normal_Cash_Deposits,20,0,15,5,5,45,Medium,0
42:29.0,28-07-2021,7912568262,1021578230,6820.169922,PAB,PAB,Panama,Panama,Prepaid Card,0,Normal_Fan_Out,0,15,0,5,5,25,Low,0
29:34.0,22-12-2022,8345755951,2863901107,2693.98999,EUR,Dirham,Germany,UAE,Wire Transfer,0,Normal_Small_Fan_Out,20,5,15,5,5,50,Medium,0
12:31.0,14-10-2022,7956235164,8763767875,8153.680176,SGD,SGD,Singapore,Singapore,Credit Card,0,Normal_Fan_In,0,15,0,5,5,25,Low,0
40:03.0,04-01-2022,2911407738,5084438168,3598.129883,USD,Dirham,USA,UAE,Wire Transfer,0,Normal_Small_Fan_Out,20,5,15,5,5,50,Medium,0
09:44.0,01-08-2023,6931918484,5631605693,4804.77002,GBP,GBP,UK,UK,ACH,0,Normal_Cash_Deposits,0,5,0,5,5,15,Low,0
47:07.0,19-07-2023,6688010052,5619065348,9657.230469,Dirham,EUR,UAE,Germany,Cross-border,0,Normal_Cash_Deposits,20,15,15,15,5,70,High,1
12:59.0,10-04-2021,1254231645,2538543494,2429.300049,EUR,Dirham,Germany,UAE,Cheque,0,Normal_Small_Fan_Out,20,5,15,8,5,53,Medium,0
42:55.0,16-07-2022,7092785459,5457123047,7215.330078,EUR,KYD,Germany,Cayman Islands,ACH,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
17:37.0,30-06-2021,1635702567,6792533473,7553.629883,EUR,PAB,Germany,Panama,Cash Deposit,0,Normal_Small_Fan_Out,20,15,15,10,5,65,Medium,1
27:27.0,10-02-2022,3825673090,9406622391,2217.77002,SGD,SGD,Singapore,Singapore,Cross-border,0,Normal_Fan_Out,0,5,0,15,5,25,Low,0
14:32.0,01-04-2021,3082308213,6541926183,5014.959961,KYD,KYD,Cayman Islands,Cayman Islands,Cash Deposit,0,Normal_Fan_In,0,15,0,10,5,30,Low,0
39:50.0,18-09-2023,1112172357,7842633314,3508.52002,GBP,USD,UK,USA,Credit Card,0,Normal_Small_Fan_Out,20,5,15,5,5,50,Medium,0
47:13.0,16-07-2022,1425807459,9841298239,7721.339844,PAB,USD,Panama,USA,Wire Transfer,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
32:12.0,16-01-2023,7911228489,9823522183,6228.609863,PAB,KYD,Panama,Cayman Islands,ACH,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
57:45.0,16-10-2021,2509338346,6710304019,4765.069824,SGD,USD,Singapore,USA,Cheque,0,Normal_Fan_Out,20,5,15,8,5,53,Medium,0
05:14.0,09-09-2022,5706683722,3379343424,7795.839844,SGD,Dirham,Singapore,UAE,Cross-border,0,Normal_Fan_Out,20,15,15,15,5,70,High,1
58:46.0,07-01-2021,2419471440,2494276529,2359.199951,USD,PAB,USA,Panama,Cross-border,0,Normal_Fan_In,20,5,15,15,5,60,Medium,0
33:58.0,08-02-2022,2171870744,2975628546,7538.680176,GBP,PAB,UK,Panama,Wire Transfer,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
13:20.0,28-08-2023,2033945633,8054968606,8655.089844,PAB,EUR,Panama,Germany,Credit Card,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
50:28.0,01-04-2022,3206337499,9772828165,8787.429688,Dirham,EUR,UAE,Germany,ACH,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
28:24.0,13-04-2023,8452566383,9495171811,7838.899902,PAB,EUR,Panama,Germany,Wire Transfer,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
22:00.0,05-01-2022,4497397754,5911825971,4086.060059,SGD,SGD,Singapore,Singapore,Prepaid Card,0,Normal_Fan_Out,0,5,0,5,5,15,Low,0
48:54.0,21-06-2021,8541258468,2543283966,9818.259766,USD,Dirham,USA,UAE,Cheque,0,Normal_Fan_In,20,15,15,8,5,63,Medium,1
09:44.0,06-03-2021,8283717753,9101112523,3802.139893,KYD,KYD,Cayman Islands,Cayman Islands,Prepaid Card,0,Normal_Fan_Out,0,5,0,5,5,15,Low,0
50:22.0,04-06-2021,6703000134,1245550253,6389.870117,USD,PAB,USA,Panama,Prepaid Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
40:11.0,10-08-2022,7769158612,1370154751,1619.130005,EUR,GBP,Germany,UK,ACH,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
27:00.0,06-04-2023,1083144656,1467621251,9804.679688,PAB,PAB,Panama,Panama,Prepaid Card,0,Normal_Cash_Deposits,0,15,0,5,5,25,Low,0
27:56.0,08-11-2023,8927414666,5614279752,7042.819824,SGD,GBP,Singapore,UK,Prepaid Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
10:03.0,14-01-2021,7178750243,2545461170,7536.240234,USD,KYD,USA,Cayman Islands,Credit Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
46:12.0,11-10-2021,4553360218,1143340848,667.1099854,Dirham,EUR,UAE,Germany,Cross-border,0,Normal_Fan_Out,20,0,15,15,5,55,Medium,0
30:40.0,08-05-2023,6779321367,4528527218,7636.540039,USD,SGD,USA,Singapore,ACH,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
57:19.0,28-11-2021,4759913997,3736466409,7749.490234,KYD,Dirham,Cayman Islands,UAE,Prepaid Card,0,Normal_Small_Fan_Out,20,15,15,5,5,60,Medium,1
32:21.0,23-08-2022,5044226486,9588738244,6721.009766,PAB,EUR,Panama,Germany,Prepaid Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
19:36.0,26-04-2021,1807056887,5520598822,2926.179932,EUR,Dirham,Germany,UAE,Cheque,0,Normal_Fan_Out,20,5,15,8,5,53,Medium,0
41:29.0,25-02-2022,1378166419,3774933299,4902,PAB,KYD,Panama,Cayman Islands,Cheque,0,Normal_Fan_Out,20,5,15,8,5,53,Medium,0
02:46.0,18-04-2022,5675343691,7845016156,1113.23999,PAB,GBP,Panama,UK,Cheque,0,Normal_Small_Fan_Out,20,5,15,8,5,53,Medium,0
23:21.0,20-09-2022,8099069184,7175556523,4721.149902,USD,SGD,USA,Singapore,Wire Transfer,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
43:43.0,07-09-2023,6006812889,4706013254,2445.800049,PAB,GBP,Panama,UK,ACH,0,Normal_Fan_Out,20,5,15,5,5,50,Medium,0
14:40.0,14-05-2021,4660435823,9212157640,3497.47998,EUR,EUR,Germany,Germany,Wire Transfer,0,Normal_Fan_In,0,5,0,5,5,15,Low,0
20:35.0,07-08-2022,7714267884,3929841842,1634.380005,GBP,SGD,UK,Singapore,Cash Deposit,0,Normal_Fan_In,20,5,15,10,5,55,Medium,0
13:51.0,10-08-2023,5204188111,2189262947,2308.23999,SGD,KYD,Singapore,Cayman Islands,Cheque,0,Normal_Small_Fan_Out,20,5,15,8,5,53,Medium,0
51:10.0,13-03-2023,1778430219,7153508274,774.9199829,Dirham,KYD,UAE,Cayman Islands,Wire Transfer,0,Normal_Fan_In,20,0,15,5,5,45,Medium,0
41:12.0,02-08-2022,7698190354,5500445502,9199.80957,Dirham,USD,UAE,USA,Cross-border,0,Normal_Fan_Out,20,15,15,15,5,70,High,1
17:17.0,19-07-2021,8330589201,5833685588,5308.799805,PAB,GBP,Panama,UK,Cash Deposit,0,Normal_Fan_In,20,15,15,10,5,65,Medium,1
35:01.0,29-11-2022,9543408053,4001126068,3973.449951,SGD,EUR,Singapore,Germany,Prepaid Card,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
11:33.0,16-05-2021,2826152346,1288388044,5354.939941,USD,Dirham,USA,UAE,ACH,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
37:35.0,07-12-2021,8567698784,4741485854,6286.649902,EUR,SGD,Germany,Singapore,Wire Transfer,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
13:09.0,11-02-2023,9884388768,4928718136,9219.570313,EUR,PAB,Germany,Panama,Wire Transfer,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
57:55.0,07-03-2022,9443060840,5665188811,1795.140015,SGD,KYD,Singapore,Cayman Islands,Credit Card,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
36:37.0,30-05-2021,1603829873,5350785117,2962.570068,USD,KYD,USA,Cayman Islands,Cross-border,0,Normal_Fan_In,20,5,15,15,5,60,Medium,0
18:13.0,16-01-2021,2521260325,9336944102,9758.139648,PAB,SGD,Panama,Singapore,Wire Transfer,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
25:49.0,06-05-2022,2575703141,7251767652,3718.219971,GBP,USD,UK,USA,Cash Deposit,0,Normal_Fan_Out,20,5,15,10,5,55,Medium,0
14:14.0,31-12-2022,4451196530,6268776838,235.3899994,USD,GBP,USA,UK,ACH,0,Normal_Fan_In,20,0,15,5,5,45,Medium,0
37:38.0,24-10-2023,5765953514,7621791291,1484.959961,EUR,KYD,Germany,Cayman Islands,ACH,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
12:48.0,30-11-2022,2191542017,9153274203,273.1199951,GBP,SGD,UK,Singapore,Cross-border,0,Normal_Cash_Deposits,20,0,15,15,5,55,Medium,0
05:21.0,15-08-2021,8722148409,9734074955,9899.330078,USD,EUR,USA,Germany,Cross-border,0,Normal_Cash_Deposits,20,15,15,15,5,70,High,1
10:45.0,09-06-2022,6136009504,6800052170,2795.919922,EUR,USD,Germany,USA,Cross-border,0,Normal_Cash_Deposits,20,5,15,15,5,60,Medium,0
50:09.0,15-07-2022,6888334991,6896755708,9236.19043,KYD,GBP,Cayman Islands,UK,Wire Transfer,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
09:09.0,10-09-2022,8960367457,6502601847,9958.900391,PAB,PAB,Panama,Panama,ACH,0,Normal_Cash_Deposits,0,15,0,5,5,25,Low,0
23:05.0,10-06-2022,4956481723,7806924476,6002.410156,GBP,Dirham,UK,UAE,Prepaid Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
59:06.0,09-01-2021,7669574783,3708222543,341.6300049,KYD,Dirham,Cayman Islands,UAE,Cross-border,0,Normal_Small_Fan_Out,20,0,15,15,5,55,Medium,0
21:24.0,10-10-2021,5678008425,7429329779,825.0999756,GBP,EUR,UK,Germany,ACH,0,Normal_Small_Fan_Out,20,0,15,5,5,45,Medium,0
30:10.0,31-10-2022,3173522395,6130945729,4821.069824,GBP,EUR,UK,Germany,Cheque,0,Normal_Small_Fan_Out,20,5,15,8,5,53,Medium,0
54:19.0,16-09-2022,9270392137,6859486164,4067.659912,EUR,USD,Germany,USA,Cross-border,0,Normal_Fan_Out,20,5,15,15,5,60,Medium,0
23:01.0,22-01-2021,1499146789,8789391308,6065.709961,SGD,KYD,Singapore,Cayman Islands,Cheque,0,Normal_Small_Fan_Out,20,15,15,8,5,63,Medium,1
05:59.0,15-07-2022,8207196378,9136028145,4394.089844,Dirham,Dirham,UAE,UAE,Prepaid Card,0,Normal_Cash_Deposits,0,5,0,5,5,15,Low,0
08:03.0,07-03-2022,8168504520,6153750334,9341.429688,EUR,GBP,Germany,UK,Prepaid Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
01:14.0,23-03-2023,9910944937,4114831362,5352.049805,PAB,USD,Panama,USA,Credit Card,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
14:52.0,06-06-2022,6566849008,1747815822,6940.319824,Dirham,KYD,UAE,Cayman Islands,Wire Transfer,0,Normal_Fan_Out,20,15,15,5,5,60,Medium,1
30:10.0,14-09-2021,2222598784,7464051019,8965.889648,USD,EUR,USA,Germany,Cheque,0,Normal_Cash_Deposits,20,15,15,8,5,63,Medium,1
09:29.0,29-08-2022,6418257785,5063546228,1477.25,KYD,USD,Cayman Islands,USA,Credit Card,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
32:16.0,01-07-2023,1532305414,6221078381,2305.050049,Dirham,SGD,UAE,Singapore,Prepaid Card,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
46:28.0,19-07-2021,9525547742,9075662897,1082.109985,PAB,SGD,Panama,Singapore,ACH,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
28:38.0,23-12-2022,9633413292,1264342621,1404.98999,GBP,GBP,UK,UK,Credit Card,0,Normal_Cash_Deposits,0,5,0,5,5,15,Low,0
50:07.0,13-04-2021,7798028063,5179654819,5130.709961,EUR,EUR,Germany,Germany,Prepaid Card,0,Normal_Fan_In,0,15,0,5,5,25,Low,0
36:14.0,04-01-2021,5459287802,5436966053,3218.580078,PAB,EUR,Panama,Germany,Credit Card,0,Normal_Small_Fan_Out,20,5,15,5,5,50,Medium,0
06:08.0,30-11-2022,6433023852,4868734421,4237.5,EUR,SGD,Germany,Singapore,Wire Transfer,0,Normal_Small_Fan_Out,20,5,15,5,5,50,Medium,0
10:43.0,21-06-2021,5594883966,2766133133,9825.070313,SGD,EUR,Singapore,Germany,Cash Deposit,0,Normal_Fan_Out,20,15,15,10,5,65,Medium,1
14:10.0,29-10-2021,4250074800,6439500878,1575.47998,Dirham,USD,UAE,USA,Wire Transfer,0,Normal_Fan_In,20,5,15,5,5,50,Medium,0
36:47.0,08-03-2023,8129249762,5065259279,5412.709961,EUR,USD,Germany,USA,Wire Transfer,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
35:05.0,10-09-2022,6370725959,2561696674,997.7199707,KYD,GBP,Cayman Islands,UK,Cross-border,0,Normal_Small_Fan_Out,20,0,15,15,5,55,Medium,0
57:31.0,06-12-2021,4500738941,6569586103,3191.780029,USD,PAB,USA,Panama,Prepaid Card,0,Normal_Cash_Deposits,20,5,15,5,5,50,Medium,0
18:00.0,09-12-2021,8165842130,4658534053,5279.97998,KYD,USD,Cayman Islands,USA,Prepaid Card,0,Normal_Cash_Deposits,20,15,15,5,5,60,Medium,1
58:56.0,12-12-2022,6832915642,7015464718,9466.849609,KYD,PAB,Cayman Islands,Panama,Prepaid Card,0,Normal_Fan_In,20,15,15,5,5,60,Medium,1
